S/N,Date,Branch,Pizza Sold,Price,Quantity,Time,Time Range,,
4336,12/14/2015,Ikoyi,Chicken Feast,2000,5,9:32:19 AM,After 9:00am,,
4337,12/12/2015,Ibadan,Pepperoni Feast,4000,1,9:32:19 AM,After 9:00am,,
4338,12/3/2015,Gbagada,Hot Pepperoni Feast,4000,3,9:32:19 AM,After 9:00am,,
4339,12/14/2015,Ibadan,Chicken Legend,2000,4,9:32:20 AM,After 9:00am,,
4340,12/4/2015,Lekki,Italiano,3000,3,9:32:21 AM,After 9:00am,,
4341,12/11/2015,Ikoyi,Extravaganza,2000,1,9:32:22 AM,After 9:00am,,
4342,12/3/2015,Ibadan,Chicken Feast,2000,5,9:32:24 AM,After 9:00am,,
4343,12/10/2015,Surulere,Meatzaa,2000,2,9:32:24 AM,After 9:00am,,
4344,12/11/2015,Lekki,Chicken Suya,4000,2,9:32:25 AM,After 9:00am,,
4345,12/11/2015,Ikoyi,Italiano,3000,5,9:32:26 AM,After 9:00am,,
4346,12/6/2015,Ikoyi,Chicken Bali,2000,1,9:32:26 AM,After 9:00am,,
4347,12/15/2015,Lekki,Veggie Supreme,3000,2,9:32:26 AM,After 9:00am,,
4348,12/8/2015,Gbagada,Chicken Bali,2000,4,9:32:28 AM,After 9:00am,,
4349,12/4/2015,Lekki,Extravaganza,2000,2,9:32:28 AM,After 9:00am,,
4350,12/13/2015,Lekki,BBQ Chicken,4000,3,9:32:28 AM,After 9:00am,,
4351,12/5/2015,Gbagada,BBQ Philly Steak,4000,4,9:32:29 AM,After 9:00am,,
4352,12/14/2015,Lekki,Beef Suya,3000,1,9:32:29 AM,After 9:00am,,
4353,12/4/2015,Ibadan,Meatzaa,2000,3,9:32:29 AM,After 9:00am,,
4354,12/11/2015,Lekki,Veggie Supreme,3000,1,9:32:30 AM,After 9:00am,,
4355,12/7/2015,Lekki,Italiano,3000,4,9:32:33 AM,After 9:00am,,
4356,12/4/2015,Surulere,Chicken Suya,4000,3,9:32:33 AM,After 9:00am,,
4357,12/12/2015,Ibadan,Pepperoni Suya,3000,3,9:32:34 AM,After 9:00am,,
4358,12/4/2015,Lekki,Veggie Supreme,3000,2,9:32:35 AM,After 9:00am,,
4359,12/9/2015,Ikoyi,Margarita,4000,1,9:32:36 AM,After 9:00am,,
4360,12/4/2015,Ibadan,Hot Pepperoni Feast,4000,2,9:32:37 AM,After 9:00am,,
4361,12/15/2015,Lekki,Margarita,4000,2,9:32:37 AM,After 9:00am,,
4362,12/8/2015,Ikoyi,Pepperoni Feast,4000,5,9:32:37 AM,After 9:00am,,
4363,12/3/2015,Lekki,Pepperoni Suya,3000,3,9:32:37 AM,After 9:00am,,
4364,12/4/2015,Gbagada,BBQ Chicken,4000,1,9:32:38 AM,After 9:00am,,
4365,12/9/2015,Gbagada,Beef Suya,3000,4,9:32:41 AM,After 9:00am,,
4366,12/8/2015,Ikoyi,BBQ Philly Steak,4000,2,9:32:42 AM,After 9:00am,,
4367,12/12/2015,Gbagada,Italiano,3000,4,9:32:45 AM,After 9:00am,,
4368,12/4/2015,Lekki,Meatzaa,2000,3,9:32:47 AM,After 9:00am,,
4369,12/6/2015,Ikoyi,BBQ Philly Steak,4000,1,9:32:49 AM,After 9:00am,,
4370,12/13/2015,Ikoyi,Hot Veggie,4000,4,9:32:49 AM,After 9:00am,,
4371,12/10/2015,Ikoyi,Chicken Bali,2000,4,9:32:51 AM,After 9:00am,,
4372,12/7/2015,Ibadan,Veggie Supreme,3000,1,9:32:51 AM,After 9:00am,,
4373,12/5/2015,Ikoyi,Veggie Supreme,3000,4,9:32:52 AM,After 9:00am,,
4374,12/10/2015,Ibadan,Veggie Supreme,3000,1,9:32:55 AM,After 9:00am,,
4375,12/13/2015,Ibadan,Pepperoni Feast,4000,4,9:32:56 AM,After 9:00am,,
4376,12/3/2015,Ikoyi,Pepperoni Feast,4000,5,9:32:57 AM,After 9:00am,,
4377,12/12/2015,Ibadan,Chicken Bali,2000,3,9:32:57 AM,After 9:00am,,
4378,12/11/2015,Lekki,BBQ Chicken,4000,1,9:32:57 AM,After 9:00am,,
4379,12/5/2015,Ibadan,Margarita,4000,1,9:32:58 AM,After 9:00am,,
4380,12/8/2015,Gbagada,Veggie Supreme,3000,1,9:32:59 AM,After 9:00am,,
4381,12/13/2015,Gbagada,Veggie Supreme,3000,2,9:32:59 AM,After 9:00am,,
4382,12/8/2015,Lekki,Hot Pepperoni Feast,4000,3,9:32:59 AM,After 9:00am,,
4383,12/15/2015,Surulere,BBQ Philly Steak,4000,4,9:32:59 AM,After 9:00am,,
4384,12/11/2015,Surulere,Beef Suya,3000,3,9:33:03 AM,After 9:00am,,
4385,12/4/2015,Lekki,Chicken Suya,4000,2,9:33:04 AM,After 9:00am,,
4386,12/15/2015,Ikoyi,Veggie Supreme,3000,3,9:33:06 AM,After 9:00am,,
4387,12/9/2015,Lekki,Veggie Supreme,3000,1,9:33:06 AM,After 9:00am,,
4388,12/3/2015,Ikoyi,Chicken Legend,2000,3,9:33:06 AM,After 9:00am,,
4389,12/12/2015,Ikoyi,Pepperoni Feast,4000,2,9:33:07 AM,After 9:00am,,
4390,12/8/2015,Lekki,BBQ Philly Steak,4000,2,9:33:07 AM,After 9:00am,,
4391,12/13/2015,Lekki,Hot Pepperoni Feast,4000,3,9:33:09 AM,After 9:00am,,
4392,12/5/2015,Ikoyi,Beef Suya,3000,1,9:33:10 AM,After 9:00am,,
4393,12/4/2015,Gbagada,Hot Pepperoni Feast,4000,5,9:33:11 AM,After 9:00am,,
4394,12/7/2015,Ikoyi,BBQ Philly Steak,4000,1,9:33:11 AM,After 9:00am,,
4395,12/4/2015,Lekki,Hot Veggie,4000,1,9:33:13 AM,After 9:00am,,
4396,12/6/2015,Lekki,Margarita,4000,5,9:33:13 AM,After 9:00am,,
4397,12/10/2015,Surulere,Meatzaa,2000,3,9:33:13 AM,After 9:00am,,
4398,12/4/2015,Ikoyi,Beef Suya,3000,3,9:33:13 AM,After 9:00am,,
4399,12/12/2015,Ibadan,Chicken Feast,2000,4,9:33:13 AM,After 9:00am,,
4400,12/13/2015,Surulere,Pepperoni Suya,3000,4,9:33:14 AM,After 9:00am,,
4401,12/4/2015,Ibadan,Pepperoni Suya,3000,5,9:33:15 AM,After 9:00am,,
4402,12/9/2015,Ikoyi,Chicken Bali,2000,1,9:33:15 AM,After 9:00am,,
4403,12/13/2015,Gbagada,Meatzaa,2000,1,9:33:17 AM,After 9:00am,,
4404,12/10/2015,Lekki,Italiano,3000,1,9:33:19 AM,After 9:00am,,
4405,12/13/2015,Lekki,Chicken Legend,2000,5,9:33:19 AM,After 9:00am,,
4406,12/4/2015,Lekki,Veggie Supreme,3000,4,9:33:20 AM,After 9:00am,,
4407,12/6/2015,Ibadan,Meatzaa,2000,3,9:33:22 AM,After 9:00am,,
4408,12/7/2015,Surulere,Meatzaa,2000,3,9:33:22 AM,After 9:00am,,
4409,12/3/2015,Gbagada,Hot Veggie,4000,2,9:33:23 AM,After 9:00am,,
4410,12/15/2015,Surulere,Margarita,4000,3,9:33:24 AM,After 9:00am,,
4411,12/13/2015,Ikoyi,Pepperoni Feast,4000,3,9:33:25 AM,After 9:00am,,
4412,12/15/2015,Ibadan,Hot Veggie,4000,5,9:33:27 AM,After 9:00am,,
4413,12/12/2015,Ibadan,Hot Veggie,4000,4,9:33:27 AM,After 9:00am,,
4414,12/5/2015,Surulere,BBQ Philly Steak,4000,3,9:33:28 AM,After 9:00am,,
4415,12/11/2015,Lekki,Italiano,3000,1,9:33:29 AM,After 9:00am,,
4416,12/11/2015,Surulere,BBQ Chicken,4000,4,9:33:30 AM,After 9:00am,,
4417,12/9/2015,Ibadan,Veggie Supreme,3000,2,9:33:30 AM,After 9:00am,,
4418,12/6/2015,Ikoyi,Extravaganza,2000,1,9:33:30 AM,After 9:00am,,
4419,12/5/2015,Gbagada,Meatzaa,2000,3,9:33:32 AM,After 9:00am,,
4420,12/8/2015,Ikoyi,Italiano,3000,1,9:33:32 AM,After 9:00am,,
4421,12/3/2015,Ibadan,Chicken Legend,2000,1,9:33:32 AM,After 9:00am,,
4422,12/3/2015,Gbagada,Margarita,4000,1,9:33:34 AM,After 9:00am,,
4423,12/13/2015,Ibadan,Pepperoni Feast,4000,1,9:33:34 AM,After 9:00am,,
4424,12/12/2015,Ibadan,Hot Veggie,4000,3,9:33:35 AM,After 9:00am,,
4425,12/4/2015,Lekki,Chicken Bali,2000,1,9:33:35 AM,After 9:00am,,
4426,12/11/2015,Gbagada,Chicken Suya,4000,2,9:33:36 AM,After 9:00am,,
4427,12/11/2015,Surulere,Extravaganza,2000,5,9:33:36 AM,After 9:00am,,
4428,12/11/2015,Lekki,Hot Veggie,4000,5,9:33:36 AM,After 9:00am,,
4429,12/3/2015,Ikoyi,Italiano,3000,3,9:33:37 AM,After 9:00am,,
4430,12/8/2015,Gbagada,Italiano,3000,1,9:33:37 AM,After 9:00am,,
4431,12/3/2015,Ikoyi,Italiano,3000,2,9:33:38 AM,After 9:00am,,
4432,12/14/2015,Ikoyi,Beef Suya,3000,1,9:33:40 AM,After 9:00am,,
4433,12/7/2015,Surulere,Extravaganza,2000,5,9:33:41 AM,After 9:00am,,
4434,12/15/2015,Lekki,Pepperoni Suya,3000,1,9:33:43 AM,After 9:00am,,
4435,12/10/2015,Ibadan,Chicken Suya,4000,5,9:33:44 AM,After 9:00am,,
4436,12/14/2015,Surulere,BBQ Chicken,4000,4,9:33:45 AM,After 9:00am,,
4437,12/3/2015,Lekki,BBQ Chicken,4000,1,9:33:47 AM,After 9:00am,,
4438,12/5/2015,Ibadan,Pepperoni Feast,4000,5,9:33:48 AM,After 9:00am,,
4439,12/14/2015,Ikoyi,Hot Veggie,4000,5,9:33:49 AM,After 9:00am,,
4440,12/9/2015,Gbagada,Chicken Bali,2000,1,9:33:50 AM,After 9:00am,,
4441,12/11/2015,Lekki,Chicken Feast,2000,5,9:33:50 AM,After 9:00am,,
4442,12/10/2015,Lekki,Extravaganza,2000,5,9:33:51 AM,After 9:00am,,
4443,12/3/2015,Surulere,Italiano,3000,4,9:33:51 AM,After 9:00am,,
4444,12/5/2015,Ikoyi,Pepperoni Suya,3000,5,9:33:52 AM,After 9:00am,,
4445,12/6/2015,Gbagada,Hot Veggie,4000,1,9:33:53 AM,After 9:00am,,
4446,12/9/2015,Ibadan,Extravaganza,2000,1,9:33:56 AM,After 9:00am,,
4447,12/12/2015,Lekki,Chicken Legend,2000,4,9:33:57 AM,After 9:00am,,
4448,12/8/2015,Ibadan,Meatzaa,2000,2,9:33:57 AM,After 9:00am,,
4449,12/4/2015,Ibadan,Chicken Suya,4000,3,9:33:59 AM,After 9:00am,,
4450,12/12/2015,Ibadan,Chicken Legend,2000,2,9:33:59 AM,After 9:00am,,
4451,12/11/2015,Lekki,Beef Suya,3000,5,9:34:00 AM,After 9:00am,,
4452,12/5/2015,Ibadan,Chicken Feast,2000,1,9:34:03 AM,After 9:00am,,
4453,12/6/2015,Ikoyi,Chicken Suya,4000,2,9:34:04 AM,After 9:00am,,
4454,12/9/2015,Surulere,Veggie Supreme,3000,3,9:34:04 AM,After 9:00am,,
4455,12/10/2015,Ibadan,Chicken Feast,2000,3,9:34:06 AM,After 9:00am,,
4456,12/14/2015,Ibadan,Chicken Feast,2000,1,9:34:09 AM,After 9:00am,,
4457,12/10/2015,Lekki,Chicken Legend,2000,3,9:34:10 AM,After 9:00am,,
4458,12/14/2015,Gbagada,Veggie Supreme,3000,2,9:34:10 AM,After 9:00am,,
4459,12/3/2015,Lekki,Pepperoni Suya,3000,4,9:34:11 AM,After 9:00am,,
4460,12/14/2015,Ikoyi,Extravaganza,2000,1,9:34:13 AM,After 9:00am,,
4461,12/10/2015,Gbagada,Extravaganza,2000,2,9:34:13 AM,After 9:00am,,
4462,12/8/2015,Ibadan,Chicken Feast,2000,1,9:34:13 AM,After 9:00am,,
4463,12/15/2015,Surulere,Chicken Feast,2000,2,9:34:14 AM,After 9:00am,,
4464,12/12/2015,Ikoyi,Chicken Suya,4000,2,9:34:18 AM,After 9:00am,,
4465,12/5/2015,Lekki,Chicken Bali,2000,3,9:34:18 AM,After 9:00am,,
4466,12/13/2015,Ikoyi,BBQ Philly Steak,4000,5,9:34:18 AM,After 9:00am,,
4467,12/11/2015,Surulere,Italiano,3000,5,9:34:20 AM,After 9:00am,,
4468,12/3/2015,Surulere,Hot Veggie,4000,3,9:34:20 AM,After 9:00am,,
4469,12/3/2015,Surulere,Chicken Feast,2000,3,9:34:20 AM,After 9:00am,,
4470,12/12/2015,Gbagada,Meatzaa,2000,1,9:34:20 AM,After 9:00am,,
4471,12/6/2015,Ibadan,Extravaganza,2000,5,9:34:26 AM,After 9:00am,,
4472,12/4/2015,Surulere,Hot Pepperoni Feast,4000,5,9:34:27 AM,After 9:00am,,
4473,12/9/2015,Gbagada,Pepperoni Suya,3000,5,9:34:28 AM,After 9:00am,,
4474,12/4/2015,Ikoyi,Chicken Bali,2000,4,9:34:29 AM,After 9:00am,,
4475,12/13/2015,Surulere,Extravaganza,2000,2,9:34:30 AM,After 9:00am,,
4476,12/8/2015,Ikoyi,Chicken Feast,2000,4,9:34:32 AM,After 9:00am,,
4477,12/7/2015,Ikoyi,Italiano,3000,4,9:34:32 AM,After 9:00am,,
4478,12/14/2015,Ibadan,Veggie Supreme,3000,3,9:34:33 AM,After 9:00am,,
4479,12/4/2015,Gbagada,Beef Suya,3000,5,9:34:34 AM,After 9:00am,,
4480,12/14/2015,Surulere,Beef Suya,3000,3,9:34:35 AM,After 9:00am,,
4481,12/15/2015,Surulere,Hot Veggie,4000,1,9:34:35 AM,After 9:00am,,
4482,12/4/2015,Gbagada,Chicken Bali,2000,2,9:34:36 AM,After 9:00am,,
4483,12/5/2015,Ikoyi,Extravaganza,2000,5,9:34:37 AM,After 9:00am,,
4484,12/13/2015,Gbagada,Chicken Bali,2000,4,9:34:39 AM,After 9:00am,,
4485,12/4/2015,Ikoyi,Extravaganza,2000,4,9:34:39 AM,After 9:00am,,
4486,12/13/2015,Ibadan,Hot Veggie,4000,3,9:34:41 AM,After 9:00am,,
4487,12/9/2015,Ikoyi,Extravaganza,2000,3,9:34:41 AM,After 9:00am,,
4488,12/7/2015,Ibadan,BBQ Philly Steak,4000,4,9:34:42 AM,After 9:00am,,
4489,12/10/2015,Gbagada,Italiano,3000,1,9:34:43 AM,After 9:00am,,
4490,12/13/2015,Gbagada,Italiano,3000,5,9:34:43 AM,After 9:00am,,
4491,12/14/2015,Gbagada,Beef Suya,3000,4,9:34:44 AM,After 9:00am,,
4492,12/10/2015,Surulere,Beef Suya,3000,3,9:34:44 AM,After 9:00am,,
4493,12/13/2015,Gbagada,Chicken Suya,4000,3,9:34:44 AM,After 9:00am,,
4494,12/6/2015,Gbagada,Margarita,4000,1,9:34:45 AM,After 9:00am,,
4495,12/11/2015,Ibadan,Chicken Feast,2000,5,9:34:46 AM,After 9:00am,,
4496,12/12/2015,Ikoyi,Chicken Suya,4000,4,9:34:47 AM,After 9:00am,,
4497,12/11/2015,Ibadan,Meatzaa,2000,5,9:34:48 AM,After 9:00am,,
4498,12/5/2015,Lekki,Chicken Bali,2000,1,9:34:50 AM,After 9:00am,,
4499,12/6/2015,Surulere,Chicken Suya,4000,4,9:34:51 AM,After 9:00am,,
4500,12/9/2015,Ibadan,Veggie Supreme,3000,1,9:34:51 AM,After 9:00am,,
4501,12/14/2015,Lekki,Margarita,4000,5,9:34:53 AM,After 9:00am,,
4502,12/3/2015,Surulere,Beef Suya,3000,2,9:34:53 AM,After 9:00am,,
4503,12/10/2015,Gbagada,Hot Veggie,4000,1,9:34:53 AM,After 9:00am,,
4504,12/8/2015,Ibadan,Hot Pepperoni Feast,4000,3,9:34:54 AM,After 9:00am,,
4505,12/10/2015,Surulere,Beef Suya,3000,3,9:34:55 AM,After 9:00am,,
4506,12/4/2015,Surulere,BBQ Chicken,4000,2,9:34:56 AM,After 9:00am,,
4507,12/7/2015,Gbagada,Margarita,4000,1,9:34:56 AM,After 9:00am,,
4508,12/6/2015,Surulere,Veggie Supreme,3000,5,9:34:58 AM,After 9:00am,,
4509,12/3/2015,Lekki,Extravaganza,2000,5,9:34:59 AM,After 9:00am,,
4510,12/6/2015,Lekki,Pepperoni Suya,3000,3,9:35:00 AM,After 9:00am,,
4511,12/11/2015,Gbagada,Hot Pepperoni Feast,4000,4,9:35:02 AM,After 9:00am,,
4512,12/8/2015,Lekki,Italiano,3000,3,9:35:04 AM,After 9:00am,,
4513,12/8/2015,Gbagada,Chicken Bali,2000,2,9:35:05 AM,After 9:00am,,
4514,12/5/2015,Gbagada,Chicken Suya,4000,1,9:35:08 AM,After 9:00am,,
4515,12/3/2015,Ikoyi,Hot Veggie,4000,3,9:35:11 AM,After 9:00am,,
4516,12/4/2015,Lekki,BBQ Philly Steak,4000,2,9:35:12 AM,After 9:00am,,
4517,12/5/2015,Gbagada,Extravaganza,2000,1,9:35:14 AM,After 9:00am,,
4518,12/10/2015,Lekki,BBQ Philly Steak,4000,3,9:35:14 AM,After 9:00am,,
4519,12/14/2015,Ikoyi,Hot Veggie,4000,1,9:35:14 AM,After 9:00am,,
4520,12/6/2015,Lekki,Veggie Supreme,3000,1,9:35:18 AM,After 9:00am,,
4521,12/11/2015,Gbagada,Chicken Bali,2000,4,9:35:18 AM,After 9:00am,,
4522,12/6/2015,Gbagada,Pepperoni Suya,3000,2,9:35:20 AM,After 9:00am,,
4523,12/11/2015,Gbagada,Beef Suya,3000,4,9:35:20 AM,After 9:00am,,
4524,12/7/2015,Lekki,Veggie Supreme,3000,5,9:35:20 AM,After 9:00am,,
4525,12/3/2015,Surulere,Chicken Bali,2000,1,9:35:20 AM,After 9:00am,,
4526,12/6/2015,Ibadan,Italiano,3000,5,9:35:20 AM,After 9:00am,,
4527,12/15/2015,Lekki,Chicken Feast,2000,3,9:35:23 AM,After 9:00am,,
4528,12/7/2015,Ibadan,Hot Veggie,4000,4,9:35:23 AM,After 9:00am,,
4529,12/13/2015,Surulere,BBQ Philly Steak,4000,4,9:35:25 AM,After 9:00am,,
4530,12/10/2015,Ibadan,Italiano,3000,2,9:35:26 AM,After 9:00am,,
4531,12/12/2015,Ikoyi,Chicken Bali,2000,5,9:35:26 AM,After 9:00am,,
4532,12/8/2015,Ikoyi,Chicken Legend,2000,1,9:35:27 AM,After 9:00am,,
4533,12/4/2015,Ibadan,Meatzaa,2000,3,9:35:28 AM,After 9:00am,,
4534,12/8/2015,Lekki,Meatzaa,2000,1,9:35:29 AM,After 9:00am,,
4535,12/10/2015,Ikoyi,Beef Suya,3000,5,9:35:29 AM,After 9:00am,,
4536,12/14/2015,Ikoyi,Meatzaa,2000,5,9:35:30 AM,After 9:00am,,
4537,12/8/2015,Ikoyi,Chicken Feast,2000,5,9:35:30 AM,After 9:00am,,
4538,12/4/2015,Ikoyi,Hot Pepperoni Feast,4000,5,9:35:31 AM,After 9:00am,,
4539,12/8/2015,Ikoyi,Chicken Suya,4000,1,9:35:32 AM,After 9:00am,,
4540,12/3/2015,Ikoyi,BBQ Philly Steak,4000,5,9:35:32 AM,After 9:00am,,
4541,12/4/2015,Gbagada,Pepperoni Feast,4000,4,9:35:32 AM,After 9:00am,,
4542,12/7/2015,Gbagada,Meatzaa,2000,5,9:35:34 AM,After 9:00am,,
4543,12/9/2015,Surulere,Pepperoni Feast,4000,3,9:35:34 AM,After 9:00am,,
4544,12/6/2015,Ibadan,Chicken Suya,4000,3,9:35:35 AM,After 9:00am,,
4545,12/5/2015,Surulere,Veggie Supreme,3000,5,9:35:36 AM,After 9:00am,,
4546,12/13/2015,Ikoyi,Extravaganza,2000,3,9:35:37 AM,After 9:00am,,
4547,12/9/2015,Gbagada,Chicken Suya,4000,4,9:35:38 AM,After 9:00am,,
4548,12/6/2015,Surulere,Beef Suya,3000,1,9:35:38 AM,After 9:00am,,
4549,12/14/2015,Gbagada,BBQ Philly Steak,4000,4,9:35:40 AM,After 9:00am,,
4550,12/8/2015,Surulere,Extravaganza,2000,5,9:35:42 AM,After 9:00am,,
4551,12/11/2015,Gbagada,Chicken Suya,4000,4,9:35:43 AM,After 9:00am,,
4552,12/14/2015,Surulere,BBQ Philly Steak,4000,4,9:35:44 AM,After 9:00am,,
4553,12/9/2015,Lekki,BBQ Philly Steak,4000,2,9:35:44 AM,After 9:00am,,
4554,12/14/2015,Ikoyi,Chicken Suya,4000,5,9:35:44 AM,After 9:00am,,
4555,12/6/2015,Ibadan,Chicken Feast,2000,1,9:35:45 AM,After 9:00am,,
4556,12/6/2015,Surulere,Chicken Legend,2000,5,9:35:45 AM,After 9:00am,,
4557,12/5/2015,Lekki,Chicken Feast,2000,3,9:35:46 AM,After 9:00am,,
4558,12/7/2015,Ikoyi,Beef Suya,3000,4,9:35:46 AM,After 9:00am,,
4559,12/11/2015,Gbagada,Meatzaa,2000,2,9:35:46 AM,After 9:00am,,
4560,12/14/2015,Surulere,Extravaganza,2000,2,9:35:47 AM,After 9:00am,,
4561,12/11/2015,Gbagada,Pepperoni Suya,3000,5,9:35:47 AM,After 9:00am,,
4562,12/7/2015,Surulere,Meatzaa,2000,1,9:35:47 AM,After 9:00am,,
4563,12/4/2015,Gbagada,Italiano,3000,1,9:35:48 AM,After 9:00am,,
4564,12/3/2015,Gbagada,Pepperoni Feast,4000,5,9:35:48 AM,After 9:00am,,
4565,12/14/2015,Gbagada,Hot Pepperoni Feast,4000,4,9:35:48 AM,After 9:00am,,
4566,12/10/2015,Surulere,Margarita,4000,5,9:35:50 AM,After 9:00am,,
4567,12/9/2015,Gbagada,BBQ Philly Steak,4000,5,9:35:55 AM,After 9:00am,,
4568,12/9/2015,Ikoyi,Chicken Suya,4000,1,9:35:55 AM,After 9:00am,,
4569,12/8/2015,Surulere,Chicken Suya,4000,3,9:35:57 AM,After 9:00am,,
4570,12/6/2015,Lekki,Beef Suya,3000,3,9:35:57 AM,After 9:00am,,
4571,12/4/2015,Lekki,Margarita,4000,5,9:35:57 AM,After 9:00am,,
4572,12/14/2015,Surulere,Hot Pepperoni Feast,4000,5,9:35:58 AM,After 9:00am,,
4573,12/15/2015,Surulere,Extravaganza,2000,4,9:35:58 AM,After 9:00am,,
4574,12/3/2015,Surulere,Hot Pepperoni Feast,4000,5,9:35:59 AM,After 9:00am,,
4575,12/9/2015,Surulere,BBQ Philly Steak,4000,2,9:35:59 AM,After 9:00am,,
4576,12/10/2015,Ikoyi,Chicken Legend,2000,1,9:35:59 AM,After 9:00am,,
4577,12/12/2015,Surulere,Pepperoni Feast,4000,3,9:36:00 AM,After 9:00am,,
4578,12/13/2015,Ibadan,Pepperoni Feast,4000,5,9:36:00 AM,After 9:00am,,
4579,12/10/2015,Gbagada,Chicken Suya,4000,3,9:36:02 AM,After 9:00am,,
4580,12/9/2015,Ikoyi,Beef Suya,3000,2,9:36:02 AM,After 9:00am,,
4581,12/8/2015,Ibadan,Pepperoni Feast,4000,5,9:36:02 AM,After 9:00am,,
4582,12/11/2015,Ikoyi,Extravaganza,2000,3,9:36:03 AM,After 9:00am,,
4583,12/7/2015,Ibadan,Hot Veggie,4000,4,9:36:03 AM,After 9:00am,,
4584,12/12/2015,Gbagada,Chicken Legend,2000,4,9:36:04 AM,After 9:00am,,
4585,12/11/2015,Surulere,Chicken Feast,2000,4,9:36:04 AM,After 9:00am,,
4586,12/5/2015,Lekki,Margarita,4000,5,9:36:05 AM,After 9:00am,,
4587,12/9/2015,Surulere,Chicken Legend,2000,4,9:36:06 AM,After 9:00am,,
4588,12/4/2015,Gbagada,Veggie Supreme,3000,1,9:36:06 AM,After 9:00am,,
4589,12/10/2015,Ikoyi,Pepperoni Feast,4000,1,9:36:07 AM,After 9:00am,,
4590,12/12/2015,Surulere,Italiano,3000,2,9:36:07 AM,After 9:00am,,
4591,12/7/2015,Ibadan,Pepperoni Feast,4000,1,9:36:10 AM,After 9:00am,,
4592,12/13/2015,Gbagada,Italiano,3000,1,9:36:12 AM,After 9:00am,,
4593,12/7/2015,Lekki,Chicken Bali,2000,1,9:36:12 AM,After 9:00am,,
4594,12/8/2015,Ikoyi,BBQ Chicken,4000,5,9:36:12 AM,After 9:00am,,
4595,12/8/2015,Gbagada,Chicken Feast,2000,5,9:36:13 AM,After 9:00am,,
4596,12/13/2015,Ikoyi,Chicken Suya,4000,2,9:36:13 AM,After 9:00am,,
4597,12/13/2015,Ibadan,Pepperoni Feast,4000,3,9:36:14 AM,After 9:00am,,
4598,12/12/2015,Lekki,Chicken Bali,2000,1,9:36:14 AM,After 9:00am,,
4599,12/10/2015,Ibadan,Pepperoni Suya,3000,3,9:36:14 AM,After 9:00am,,
4600,12/15/2015,Ibadan,Chicken Suya,4000,4,9:36:14 AM,After 9:00am,,
4601,12/6/2015,Ibadan,Chicken Feast,2000,3,9:36:16 AM,After 9:00am,,
4602,12/4/2015,Ibadan,Beef Suya,3000,5,9:36:17 AM,After 9:00am,,
4603,12/7/2015,Ikoyi,Veggie Supreme,3000,2,9:36:17 AM,After 9:00am,,
4604,12/10/2015,Ibadan,Hot Pepperoni Feast,4000,4,9:36:19 AM,After 9:00am,,
4605,12/14/2015,Lekki,Chicken Bali,2000,2,9:36:19 AM,After 9:00am,,
4606,12/10/2015,Gbagada,Chicken Bali,2000,5,9:36:21 AM,After 9:00am,,
4607,12/7/2015,Surulere,Veggie Supreme,3000,2,9:36:23 AM,After 9:00am,,
4608,12/15/2015,Ikoyi,Italiano,3000,4,9:36:24 AM,After 9:00am,,
4609,12/10/2015,Surulere,Pepperoni Suya,3000,1,9:36:25 AM,After 9:00am,,
4610,12/14/2015,Ikoyi,Beef Suya,3000,4,9:36:25 AM,After 9:00am,,
4611,12/3/2015,Ikoyi,Italiano,3000,2,9:36:26 AM,After 9:00am,,
4612,12/12/2015,Lekki,Extravaganza,2000,4,9:36:27 AM,After 9:00am,,
4613,12/3/2015,Lekki,Pepperoni Suya,3000,4,9:36:27 AM,After 9:00am,,
4614,12/10/2015,Gbagada,BBQ Philly Steak,4000,1,9:36:27 AM,After 9:00am,,
4615,12/4/2015,Gbagada,Chicken Feast,2000,5,9:36:30 AM,After 9:00am,,
4616,12/8/2015,Ikoyi,Pepperoni Suya,3000,3,9:36:32 AM,After 9:00am,,
4617,12/9/2015,Ibadan,Chicken Bali,2000,5,9:36:33 AM,After 9:00am,,
4618,12/11/2015,Ikoyi,Italiano,3000,3,9:36:33 AM,After 9:00am,,
4619,12/4/2015,Surulere,Veggie Supreme,3000,1,9:36:33 AM,After 9:00am,,
4620,12/11/2015,Ikoyi,Margarita,4000,3,9:36:34 AM,After 9:00am,,
4621,12/6/2015,Lekki,Pepperoni Suya,3000,1,9:36:34 AM,After 9:00am,,
4622,12/12/2015,Ibadan,Chicken Feast,2000,1,9:36:34 AM,After 9:00am,,
4623,12/4/2015,Ibadan,Margarita,4000,4,9:36:36 AM,After 9:00am,,
4624,12/11/2015,Ibadan,Hot Veggie,4000,1,9:36:36 AM,After 9:00am,,
4625,12/5/2015,Lekki,Margarita,4000,1,9:36:36 AM,After 9:00am,,
4626,12/5/2015,Ikoyi,Extravaganza,2000,4,9:36:37 AM,After 9:00am,,
4627,12/13/2015,Lekki,Meatzaa,2000,2,9:36:37 AM,After 9:00am,,
4628,12/9/2015,Ibadan,BBQ Philly Steak,4000,1,9:36:39 AM,After 9:00am,,
4629,12/11/2015,Lekki,Extravaganza,2000,4,9:36:39 AM,After 9:00am,,
4630,12/9/2015,Surulere,BBQ Philly Steak,4000,4,9:36:41 AM,After 9:00am,,
4631,12/6/2015,Gbagada,Hot Veggie,4000,3,9:36:42 AM,After 9:00am,,
4632,12/8/2015,Ibadan,Hot Pepperoni Feast,4000,1,9:36:44 AM,After 9:00am,,
